Group,Desc,Text,long,lat,Club,Icon
Standpladser,Sving for Norden,NA,8.6071634,55.9414507,NA,fish.png
Standpladser,Kodbøl sving,NA,8.6050468,55.9397835,NA,fish.png
Standpladser,Kodbøl-Reden,NA,8.5982508,55.9401865,NA,fish.png
Standpladser,Laksetrappen,NA,8.6058414,55.9409676,NA,fish.png
Standpladser,Under trådene,NA,8.5833652,55.9402244,NA,fish.png
Standpladser,Æ pynt,NA,8.5849779,55.9399275,NA,fish.png
Standpladser,Lågerne,NA,8.5860105,55.9399411,NA,fish.png
Standpladser,Nedre mose,NA,8.5932423,55.9428751,NA,fish.png
Standpladser,Ved øen,NA,8.5730571,55.9410862,NA,fish.png
Standpladser,Ingenørsvinget,NA,8.5747859,55.938161,NA,fish.png
Standpladser,Olafs knold,"Her landede Olaf Solberg i 2012 Danmarks største fluefangede laks. Den vejede 20,4 kilo og målte 121 centimeter. Kig forbi Laksens Hus og se, hvor stor sådan en moppedreng er: Fisken blev nemlig udstoppet og er udstillet her.",8.640649,55.9411144,NA,fish.png
Standpladser,Faskinerne,NA,8.6593591,55.9480251,NA,fish.png
Standpladser,Skobæk,NA,8.6682327,55.9577637,NA,fish.png
Standpladser,Grusgraven,NA,8.676882,55.9604516,NA,fish.png
Standpladser,Sammenløbet,NA,8.6848119,55.9598977,NA,fish.png
Standpladser,Dinesens høl,NA,8.7036307999999991,55.9562304,NA,fish.png
Standpladser,Pumpen,De store sten lige nedstrøms pumpen holder ofte laks.,8.7123512,55.9554762,NA,fish.png
Standpladser,Landevejssvinget,NA,8.7169327,55.956692,NA,fish.png
Standpladser,Theodors plads,NA,8.7177802,55.9559502,NA,fish.png
Standpladser,Gåsesvinget,NA,8.7184829,55.9534545,NA,fish.png
Standpladser,Tranformatoren,Betegnelsen for HI-LFs stykke der hvert år kaster laks fra sig.,8.8102911,55.9457192,NA,fish.png
Standpladser,Betonbroen,NA,8.9445492,55.9920303,NA,fish.png
Standpladser,Ved søerne,NA,8.941073,55.9908061,NA,fish.png
Standpladser,Hjølund bæk,"Skjern Å-laksen blev reddet takket være nogle få vilde gydelaks, der blev fanget ved elfiskeri tilbage i begyndelsen af 1980’erne. Deres afkom kom til verden i et klækkeri, og i 1984 blev den første lakseyngel sat ud netop her i Hjøllund Bæk. Bækkens udløb i Skjern Å er en velkendt lakseplads.",8.9376073,55.9904267,NA,fish.png
Standpladser,Ingemans sving,NA,8.9366557,55.987818,NA,fish.png
Standpladser,Bautastenen,"En klar markering i området, men gode laksesving",8.9303092,55.9847382,NA,fish.png
Standpladser,Hesteskoen,Indgangen til hesteskoen.,8.9205897,55.9789453,NA,fish.png
Standpladser,Forvirringen,"En betegnelse for området, med de mange tilløb.",8.9624236,55.9955838,NA,fish.png
Standpladser,69’eren,"Betegnelsen for buen ved Skjernvej 69, som kun kan fiskes fra nordsiden.",8.9513748,55.9913922,NA,fish.png
Standpladser,Kyvling,Her er åen dyb og strømmen hurtig. Laks kan stille sig rundt i hele det store sving. Fin plads for både spinne- og fluefiskeren.,8.478123,55.9145705,NA,fish.png
Standpladser,Råddensig,Særligt strækningen lige opstrøms Råddensig Bæk er interessant. Fiskes lettest fra sydsiden.,8.539484,55.9287965,NA,fish.png
Standpladser,Laksesvinget,Vandet løber med fuld fart gennem et sving fyldt med store alknuder. En drøm af en lakseplads,8.9177388,55.978491,NA,fish.png
Standpladser,70eren',NA,8.4277338,55.9116832,NA,fish.png
Standpladser,Lange Svend,NA,8.4942469,55.9278344,NA,fish.png
Standpladser,Starksvinget,NA,8.5234739,55.9251534,NA,fish.png
Standpladser,Pensionisten,NA,8.5352684,55.9296965,NA,fish.png
Standpladser,Under diget,NA,8.5674982,55.9333792,NA,fish.png
Standpladser,Pælene,NA,8.5687964,55.9336979,NA,fish.png
Standpladser,Lågen,NA,8.5719077,55.9347226,NA,fish.png
Standpladser,Terkel Krejbjergs sving,NA,8.5726051,55.9355218,NA,fish.png
Standpladser,Smedegårdssvinget,NA,8.5696523,55.9383872,NA,fish.png
Standpladser,Gyvlen,NA,8.6411259,55.9419148,NA,fish.png
Standpladser,Nummer 13,NA,8.64229,55.9433268,NA,fish.png
Standpladser,Under lejren,NA,8.6607427,55.9514912,NA,fish.png
Standpladser,Ågårdstrygene,NA,8.690749,55.9576993,NA,fish.png
Standpladser,Jens Thomsens Sving,NA,8.7283053,55.9523652,NA,fish.png
Standpladser,Boldtvig,NA,8.7282657,55.9500917,NA,fish.png
Standpladser,Pumpen,NA,8.7283194,55.9497868,NA,fish.png
Standpladser,Propellen,NA,8.7291562,55.9492882,NA,fish.png
Standpladser,Home pool,NA,8.7340197,55.9452948,NA,fish.png
Standpladser,Hyttestykket,NA,8.7342125,55.9462294,NA,fish.png
Standpladser,Faskinerne,NA,8.7364011,55.9449347,NA,fish.png
Standpladser,Kaffemøllen,NA,8.7399471,55.9448055,NA,fish.png
Standpladser,Ved bænken,NA,8.7408268,55.9442648,NA,fish.png
Standpladser,Brunkulssvinget,NA,8.7470328,55.9428486,NA,fish.png
Standpladser,Laksesvinget,NA,8.7508757,55.9433095,NA,fish.png
Standpladser,Ved flyvepladsen,NA,8.7540915,55.9436953,NA,fish.png
Standpladser,Det altid sultne træ,NA,8.7569253,55.9423688,NA,fish.png
Standpladser,Odderbanken,NA,8.7596254,55.9406266,NA,fish.png
Standpladser,Drænrøret,NA,8.762305,55.9403631,NA,fish.png
Standpladser,Svalerederne,NA,8.7613276,55.9391737,NA,fish.png
Standpladser,Telekabelet,NA,8.7636142,55.9390141,NA,fish.png
Standpladser,Rensningsanlægget,NA,8.7673872,55.9380561,NA,fish.png
Standpladser,Gennemløbet,NA,8.7683229,55.9382894,NA,fish.png
Standpladser,Sandstranden,NA,8.7696138,55.9409074,NA,fish.png
Standpladser,Mølgaards sving,NA,8.7702039,55.9412439,NA,fish.png
Standpladser,Betonklodsen,NA,8.7721434,55.9403491,NA,fish.png
Standpladser,Overløbsrampen,NA,8.7735311,55.9398723,NA,fish.png
Standpladser,Under Bennedsen,NA,8.774123,55.936576,NA,fish.png
Standpladser,Oles eng,NA,8.7780927,55.9403969,NA,fish.png
Standpladser,Ågade,NA,8.7820657,55.940022,NA,fish.png
Standpladser,Campingpladsen,NA,8.779008,55.9411472,NA,fish.png
Standpladser,Under højspændningen,NA,8.7940634,55.9419555,NA,fish.png
Standpladser,Punkt 93,NA,8.7984807,55.9425686,NA,fish.png
Standpladser,Bulen,NA,8.7960381,55.9418282,NA,fish.png
Standpladser,Drongstrupgård bæk,NA,8.7971841,55.9426313,NA,fish.png
Standpladser,De høje skrænter,NA,8.8082017,55.9438707,NA,fish.png
Standpladser,Bagkanalen,NA,8.8121195,55.9468299,NA,fish.png
Standpladser,Hennings eng,NA,8.8163873,55.9479037,NA,fish.png
Standpladser,Grusgraven,NA,8.8220644,55.9495389,NA,fish.png
Standpladser,Sands,NA,8.8229978,55.949653,NA,fish.png
Standpladser,Lille nap,NA,8.8243469,55.9503621,NA,fish.png
Standpladser,Den store pil,NA,8.826397,55.9502145,NA,fish.png
Standpladser,Stub 1-2-3,NA,8.8268074,55.9501619,NA,fish.png
Standpladser,Æ hus høl,NA,8.8269147,55.9501694,NA,fish.png
Standpladser,7 O’clock,NA,8.8280604,55.9502646,NA,fish.png
Standpladser,Oasen,NA,8.8289321,55.9502496,NA,fish.png
Standpladser,Brohølen,NA,8.8302485,55.9508285,NA,fish.png
Standpladser,Spisekammeret,NA,8.8328478,55.9524566,NA,fish.png
Standpladser,Sommerhus svinget,NA,8.8358058,55.9503141,NA,fish.png
Standpladser,Minds soppen,NA,8.8370589,55.950757,NA,fish.png
Standpladser,Døvling bæk,NA,8.8407251,55.9514161,NA,fish.png
Standpladser,Drøsses hul,NA,8.8415509,55.9520991,NA,fish.png
Standpladser,40 fede meter,NA,8.8463581,55.9523892,NA,fish.png
Standpladser,Karstoft svinget,NA,8.8505745,55.9517855,NA,fish.png
Standpladser,Hesteskoen,NA,8.8474202,55.9514672,NA,fish.png
Standpladser,Den runde eng,NA,8.846557,55.9523618,NA,fish.png
Standpladser,Lyngbakkerne,NA,8.8539492,55.9528548,NA,fish.png
Standpladser,Skovbjerghus,NA,8.8575779,55.9552345,NA,fish.png
Standpladser,Skarildhus,NA,8.8606747,55.956236,NA,fish.png
Standpladser,Oppe v Uffe,NA,8.8615115,55.9566864,NA,fish.png
Standpladser,Højkilde,NA,8.8618227,55.9571129,NA,fish.png
Standpladser,Ågård,NA,8.864807,55.9578941,NA,fish.png
Standpladser,Langager,NA,8.8697718,55.9633164,NA,fish.png
Standpladser,Clasonsborg stykket,NA,8.8742136,55.96522,NA,fish.png
Standpladser,Laksestien,NA,8.8959046,55.974887,NA,fish.png
Standpladser,Skoven,NA,8.8981391,55.9758193,NA,fish.png
Standpladser,Ågård,NA,8.904425,55.9751315,NA,fish.png
Standpladser,Jørn Henriksens sving,NA,8.92212,55.9781199,NA,fish.png
Standpladser,Den høje skrænt,NA,8.9239868,55.9773876,NA,fish.png
Standpladser,Mikkelsens sommerhus,NA,8.9198916,55.9795255,NA,fish.png
Standpladser,Automaten,NA,8.9212219,55.9801138,NA,fish.png
Standpladser,Det døde træ,NA,8.9231317,55.979491,NA,fish.png
Standpladser,Pælene,NA,8.926894,55.9850963,NA,fish.png
Standpladser,Ved pilebusken,NA,8.9294635,55.9856679,NA,fish.png
Standpladser,Bautasvinget,NA,8.9319687,55.9851322,NA,fish.png
Standpladser,Den store sten,NA,8.9375228,55.9891057,NA,fish.png
Standpladser,180eren',NA,8.4269746,55.915681,NA,fish.png
Standpladser,Madsens abore,NA,8.4273394,55.9134112,NA,fish.png
Standpladser,Point 138,NA,8.4333029,55.9090465,NA,fish.png
Standpladser,Lønborg banke,NA,8.4434253,55.9090474,NA,fish.png
Standpladser,Under kirken,NA,8.4462685,55.9108575,NA,fish.png
Standpladser,Whinters,NA,8.4544441,55.9122819,NA,fish.png
Standpladser,Pumpestation sydøst,NA,8.4636668,55.9147937,NA,fish.png
Standpladser,Bøel Enge,NA,8.4667982,55.9171085,NA,fish.png
Standpladser,Balletten,NA,8.4722205,55.9181942,NA,fish.png
Standpladser,Grødepladsen,NA,8.4876367,55.9186986,NA,fish.png
Standpladser,Leveen,NA,8.4911451,55.9236222,NA,fish.png
Standpladser,Fåresvinget,NA,8.5175168,55.928551,NA,fish.png
Standpladser,Gasledningen,NA,8.5269153,55.9267358,NA,fish.png
Standpladser,Halldors hattrick,NA,8.5487806,55.9298253,NA,fish.png
Standpladser,Lundenæs,NA,8.5693138,55.9373374,NA,fish.png
Standpladser,Homepool,NA,8.5786162,55.9424642,NA,fish.png
Standpladser,"Stauning Whiskey 55,94",sten,8.5793036,55.9411067,NA,fish.png
Standpladser,Fandens eng,NA,8.5786975,55.9431764,NA,fish.png
Standpladser,Store Sving fra Nord,NA,8.6239631,55.9399868,NA,fish.png
Standpladser,Sandbanken,NA,8.6580968,55.9476273,NA,fish.png
Standpladser,Den Tørre Grøft,NA,8.6754129,55.9592273,NA,fish.png
Standpladser,Høje Brinke,NA,8.689676,55.9597737,NA,fish.png
Standpladser,Polakkersvinget,NA,8.7150186,55.9562761,NA,fish.png
Standpladser,Vinbæk,NA,8.7284259,55.9514045,NA,fish.png
Standpladser,Færgestedet,NA,8.7424246,55.9443436,NA,fish.png
Standpladser,Murbrokkesvinget,NA,8.7593302,55.94232,NA,fish.png
Standpladser,Lille Mørrum,Frit fiskeri,8.7851873,55.9415809,NA,fish.png
Bro,Borriskrog bro,NA,8.641447,55.935074,NA,bridge.png
Bro,Sønderby spang,NA,8.6486766,55.9445436,NA,bridge.png
Bro,Gjaldbæk bro,NA,8.6364668000000009,55.9392228,NA,bridge.png
Bro,Albæk bro,NA,8.5757746,55.9422536,NA,bridge.png
Bro,Lundnæs Hængebro,NA,8.5581485,55.9313987,NA,bridge.png
Bro,A11,NA,8.512567,55.9293323,NA,bridge.png
Bro,Kong Hans’ bro,NA,8.4990523,55.929348,NA,bridge.png
Bro,Jernbane broen,NA,8.5078171,55.9295958,NA,bridge.png
Bro,Lønborg bro,NA,8.4386634,55.90755,NA,bridge.png
Bro,Sønderskov bro,NA,8.590397,55.9245058,NA,bridge.png
Bro,Ahler bro,NA,8.6931498,55.9642688,NA,bridge.png
Bro,Jernbanebroen,NA,8.6978531,55.9655429,NA,bridge.png
Bro,Den nedlagte jernbanebro,NA,8.792208,55.9409069,NA,bridge.png
Bro,Skarrild bro,NA,8.898888,55.9757919,NA,bridge.png
Bro,Tarp bro,NA,8.8307742,55.9511723,NA,bridge.png
Shelter,Shelter,Info https://udinaturen.dk/shelter/6719,8.8979009,55.975482,NA,shelter.png
Shelter,Shelter,"Tre shelters med vand og toilet, Mere info: https://udinaturen.dk/shelter/6718",8.9629211,55.9954235,NA,shelter.png
Shelter,Shelter,Info https://udinaturen.dk/shelter/119423,8.9678601,56.0028151,NA,shelter.png
Shelter,Shelter,Info https://udinaturen.dk/shelter/3927,8.6622566,55.9516694,NA,shelter.png
Shelter,Shelter,Info https://udinaturen.dk/shelter/3927,8.6608958,55.9518811,NA,shelter.png
Shelter,Shelter,Info https://udinaturen.dk/shelter/103124,8.4113564,55.9195704,NA,shelter.png
Shelter,Shelter,Info https://udinaturen.dk/shelter/103361,8.7711806,55.9448593,NA,shelter.png
Info,Laksens hus,NA,8.5812326,55.9446833,NA,house.png
Parkering og ruter,Parkering,NA,9.088435,56.083549,MV-LF,park.png
Parkering og ruter,Parkering,NA,9.04825,56.077347,MV-LF,park.png
Parkering og ruter,Parkering ved hæk,NA,9.02665,56.077543,MV-LF,park.png
Parkering og ruter,Parkering,Parkering ved Granlygård (nr. 18). P-skilt opsat,9.113516,56.092701,MV-LF,park.png
Parkering og ruter,Parkering (Skilt ikke opsat),Parkering i vejsiden.,8.919085,55.941402,MV-LF,park.png
Parkering og ruter,Parkering,P-skilt opsat,9.008582,56.076446,MV-LF,park.png
Parkering og ruter,Parkering,NA,8.931971,55.943661,MV-LF,park.png
Parkering og ruter,Parkering,NA,8.942249,55.937748,MV-LF,park.png
Parkering og ruter,Parkering,NA,8.954566,55.932388,MV-LF,park.png
Parkering og ruter,Parkering,NA,9.104877,55.874791,MV-LF,park.png
Parkering og ruter,Parkering Hesselvig (kun for medlemmer),Parkering skal ske i gården.,8.946809,55.988172,MV-LF,park.png
Parkering og ruter,Parkering Tjæreovnene (offentlig parkering),NA,8.929943,55.978619,MV-LF,park.png
Parkering og ruter,Parkering (Øvig) - Skilt opsat,NA,8.919568,55.974682,MV-LF,park.png
Parkering og ruter,Parkering (Den gule gård),NA,8.799083,55.941643,MV-LF,park.png
Parkering og ruter,Parkering (Transformatoren) - Skilt opsat,Parkering på bakken forbudt.,8.809072,55.943562,MV-LF,park.png
Parkering og ruter,Parkering (Skjernvej 137) - Skilt opsat,Kør ned ved Skjernvej 137. Parker ved skilt. Gå til venstre om huset ned langs læhegn - så kommer du ned midt på stykket.,8.855753,55.961212,MV-LF,park.png
Parkering og ruter,Parkering (Skjernvej 115) - Skilt opsat,"Drej ned ved Skjernvej 115, over kanalen og til højre. Parker ved skilt, ikke i selve ”rundkørselen”. Gå ned af markvej.",8.879389,55.971481,MV-LF,park.png
Parkering og ruter,Parkering (Skjernvej 69),Ved Skjernåvej 69 gælder adgang forbudtskiltet ikke for MV-LF.,8.951012,55.994419,MV-LF,park.png
Parkering og ruter,Parkering Hesselvig,NA,8.960925,55.99046,MV-LF,park.png
Parkering og ruter,Parkering ved det lille hus (Øvig),NA,8.912063,55.976068,MV-LF,park.png
Parkering og ruter,Parkering (Skarrild) - Skilt opsat,NA,8.914359,55.979831,MV-LF,park.png
Parkering og ruter,Parkering Forvirringen,Kør ned ved campingplads og følg grusvej,8.960486,55.997115,MV-LF,park.png
Parkering og ruter,Parkering,NA,8.92916,55.986572,MV-LF,park.png
Parkering og ruter,Parkering,NA,9.004452,55.994704,MV-LF,park.png
Parkering og ruter,Parkering Forvirringen - Offentlig,For bookning af shelter se https://www.visitherning.dk/herning/se-og-oplev/arnborg-hedegard-shelterplads-gdk1090829,8.963269,55.99571,MV-LF,park.png
Parkering og ruter,Parkering,NA,8.964284,55.996217,MV-LF,park.png
Parkering og ruter,Parkering,"Der må ikke parkeres på Gåsdal bro. P-pladsen ligger op ad bakken og ind til venstre mellem træerne, lige før T krydset ved Gåsdalvej.",8.709004,55.990292,MV-LF,park.png
Parkering og ruter,Parkering,NA,9.094406,55.965516,MV-LF,park.png
Parkering og ruter,Parkering,NA,8.69525,55.969658,MV-LF,park.png
Parkering og ruter,Parkering,NA,8.708897,55.98428,MV-LF,park.png
Parkering og ruter,Parkering,NA,8.701328,55.96559,MV-LF,park.png
Parkering og ruter,Parkering (Rind Å) på græsareal,NA,8.962054,56.002626,MV-LF,park.png
Parkering og ruter,Parkering,NA,8.722351,56.001957,MV-LF,park.png
Parkering og ruter,Parkering,NA,8.717115,55.974049,MV-LF,park.png
Parkering og ruter,Parkering,NA,8.718896,56.007282,MV-LF,park.png
Info,Shelter plads,"Tre shelters med vand og toilet, Mere info: http://www.visitherning.dk/arnborg-hedegaard-shelterplads-gdk1090829",8.96284,55.995702,MV-LF,shelter.png
Info,Shelter plads,Info http://udinaturen.dk/facilitet/Arnborg/21160 og http://udinaturen.dk/facilitet/Toudal/22056,8.967898,56.002769,MV-LF,shelter.png
Info,Shelter plads,Info: https://www.visitherning.dk/herning/se-og-oplev/skarrild-shelterplads-gdk1090834,8.89823,55.975563,MV-LF,shelter.png
Info,Tarp Bro,NA,8.83069,55.951248,MV-LF,bridge.png
Info,Info,Parkering i skoven og på veje forbudt. Færsel i skoven strengt forbudt. De viste adgangsveje skal benyttes.,8.937249,55.984651,MV-LF,infoplace.png
Info,Info,"Der må ikke parkeres ved Gåsdal Bro. P-pladsen ligger pp ad bakken og ind til venstre mellem træerne, lige før T krydset ved Gåsdalvej.",8.712287,55.990028,MV-LF,infoplace.png
Parkering,Parkering,NA,8.4052523,55.9129259,Skj-LF,park.png
Parkering,Parkering,NA,8.4078144,55.9188484,Skj-LF,park.png
Parkering,Parkering,NA,8.4372664,55.9141888,Skj-LF,park.png
Parkering,Parkering,NA,8.4382025,55.9070429,Skj-LF,park.png
Parkering,Parkering,NA,8.463333,55.9145128,Skj-LF,park.png
Parkering,Parkering,NA,8.4781485,55.9141159,Skj-LF,park.png
Parkering,Parkering,NA,8.483062,55.91848,Skj-LF,park.png
Parkering,Parkering,NA,8.5072448,55.9242572,Skj-LF,park.png
Parkering,Parkering,NA,8.5125948,55.9287351,Skj-LF,park.png
Parkering,Parkering,NA,8.4932883,55.9307396,Skj-LF,park.png
Parkering,Parkering,NA,8.4711272,55.9298449,Skj-LF,park.png
Parkering,Parkering,NA,8.5220597,55.9297026,Skj-LF,park.png
Parkering,Parkering,NA,8.5258684,55.9299249,Skj-LF,park.png
Parkering,Parkering,NA,8.5371337,55.9309166,Skj-LF,park.png
Parkering,Parkering,NA,8.5235778,55.9241335,Skj-LF,park.png
Parkering,Parkering,NA,8.5578616,55.931115,Skj-LF,park.png
Parkering,Parkering,NA,8.5385397,55.9266676,Skj-LF,park.png
Parkering,Parkering,NA,8.5752273,55.9273081,Skj-LF,park.png
Parkering,Parkering,NA,8.5904182,55.9240988,Skj-LF,park.png
Parkering,Parkering,NA,8.6048968,55.920576,Skj-LF,park.png
Parkering,Parkering,NA,8.6029144,55.9148243,Skj-LF,park.png
Parkering,Parkering,NA,8.5679999,55.9373188,Skj-LF,park.png
Parkering,Parkering,NA,8.5758212,55.9418947,Skj-LF,park.png
Parkering,Parkering,NA,8.578718,55.9431805,Skj-LF,park.png
Parkering,Parkering,NA,8.5992998,55.9397227,Skj-LF,park.png
Parkering,Parkering,NA,8.6043531,55.9438991,Skj-LF,park.png
Parkering,Parkering,NA,8.5994039,55.939727,BFF,park.png
Parkering,Parkering,NA,8.6043392,55.9439209,BFF,park.png
Parkering,Parkering,NA,8.6298134,55.939111,BFF,park.png
Parkering,Parkering,NA,8.6520599,55.9420021,BFF,park.png
Parkering,Parkering,NA,8.6504868,55.9482928,BFF,park.png
Parkering,Parkering,NA,8.6602869,55.9517068,BFF,park.png
Parkering,Parkering,NA,8.6657429,55.9558228,BFF,park.png
Parkering,Point 8,NA,8.6784111,55.9615885,BFF,park.png
Parkering,Parkering,NA,8.7250097,55.9541448,BFF,park.png
Parkering,Parkering,NA,8.72288,55.9502375,BFF,park.png
Parkering,Parkering,NA,8.6946081,55.9598636,BFF,park.png
Parkering,Parkering,NA,8.6934919,55.9640579,BFF,park.png
Parkering,Parkering,NA,8.7193759,55.9556646,BFF,park.png
Parkering,Parkering,NA,8.716651,55.9568361,BFF,park.png
Parkering,Parkering,NA,8.7077799,55.9580179,BFF,park.png
Parkering,Parkering,NA,8.6844071,55.961225,BFF,park.png
parkering,P-plads,Øst for Skjernvej 147 køres ind ad skovvej.<br>GPS koordinater: 55o56´42.70” N – 8o48´02.75” E (Google Earth),8.800843,55.9458,LF1926,park.png
parkering,P-plads,P-plads ved Lystfiskerforeningens af 1926's skilt for enden af Tiendevej.,8.386216,55.914389,LF1926,park.png
parkering,P-plads 6,"P-plads 6. Ca 50 meter før Ågård, drejes tilvenstre ad et hjulspor ned mod åen.<br>GPS koordinater: 55o58´27.50” N – 8o54´17.75” E (Google Earth)",8.903282,55.974327,LF1926,park.png
parkering,P-plads 5,"P-plads 5 ved Skarrild Bro.<br>Fiskeri er forbudt fra Skarrild Bro og 1,2 km nedstrøms.<br>GPS koordinater: 55o58´31.10” N – 8o53´55.25” E (Google Earth)",8.89869,55.975257,LF1926,park.png
parkering,P-plads 7,P-plads 7 Hesteskoen. Kør ind ved Skjernvej 103 og følg vejen t.h. - På vej til p-pladsen passeres lodsejerens gård. Han har små børn og der SKAL køres langsomt og forsigtigt. -<br>GPS koordinater: 55o58´43.30” N – 8o55´13.45” E (Google Earth),8.920072,55.978625,LF1926,park.png
parkering,P-plads 2,NA,8.886309,55.967794,LF1926,park.png
parkering,P-plads 1,"Fra Sdr. Ommevej køres ned ad grusvejen, Stadionvej, til P-plads 1, der ligger lige før færisten til venstre for adgangsvejen til fiskevandet.",8.892488,55.971637,LF1926,park.png
parkering,P-plads 3,"Fra Sdr. Ommevej køres ned ad grusvejen, mellem idrætspladsen og vindmøllen, til P-plads 3.<br>GPS koordinater:  55o58´01.40” N – 8o52´54.25” E (Google Earth)",8.88176,55.966737,LF1926,park.png
parkering,P-plads 4,"Fra Sdr. Ommevej køres ned ad grusvejen mellem idrætspladsen og vindmøllen, til P-pladsen.<br>GPS koordinater: 5557´25.40” N – 851´56.45” E (Google Earth)",8.873177,55.962702,LF1926,park.png
parkering,P-plads,Kør ad Kodbølvej til Albæk Bro.<br>GPS koordinater: 55o56´30.60” N – 8o34´32.95” E (Google Earth),8.575602,55.941582,LF1926,park.png
parkering,P-plads,Fra Ånumvej køres ind ad lille skovvej.<br>GPS koordinater: 55o56´28.70” N – 8o36´16.45” E (Google Earth),8.604569,55.941317,LF1926,park.png
parkering,P-plads,Fra Sønderskovvej køres ned ad lille markvej.<br>GPS koordinater: 55o56´23.00” N – 8o35´58.05” E (Google Earth),8.599377,55.939635,LF1926,park.png
parkering,P-plads,Fra Ånumvej drejes fra mod Skjern Enge.<br>GPS koordinater: 55o55´59.80” N – 8o33´53.95” E (Google Earth),8.56792,55.937303,LF1926,park.png
parkering,P-plads,P-plads i Fandens Enge med indkørsel fra Ånumvej,8.57882,55.943156,LF1926,park.png
parkering,P-plads,Ved gangbroen for enden af Stovstrup Engvej,8.5578136,55.9310169,LF1926,park.png
parkering,P-plads,"Karstoft Å syd-siden, Indkørsel fra Clasonsborgvej.<br>GPS koordinater: 55o56´39.90” N – 8o53´36.65” E (Google Earth)",8.892735,55.944529,LF1926,park.png
parkering,Karstoft Å ved Skarrildhus / Clasonborg,"Fiskeret på 2,6 kilometer af Karstoft Å øst for Skarrildhus. <br> <br>Fiskeret for medlemmer af Lystfiskerforeningen 1926.",8.894892,55.947013,LF1926,house.png
parkering,P-plads,"Karstoft Å, nord-siden. Ved Sdr. Ommevej 23 køres ind ad skovvej.<br>GPS koordinater: 5556´49.10” N – 853´30.65” E (Google Earth)",8.892446,55.946671,LF1926,park.png
parkering,Fiskeret,"Fiskeret på 2,7 kilometer af Omme Å ved Farre på nord- og syd-siden opstrøms og nedstrøms fra broen på Ågade.",9.246068,55.803162,LF1926,infoplace.png
parkering,P-plads,"NØ-siden af åen ved broen på Ågade, Farre.<br>GPS koordinater: 55o48 ́08.10” N – 9o14 ́54.15” E (Google Earth)",9.248385,55.802294,LF1926,park.png
parkering,P-plads,50 meter øst for gården i den sydlige side af vejkanten.,9.239266,55.8047422,LF1926,park.png
parkering,P-plads,NA,8.5904571,55.9239352,LF1926,park.png
parkering,P-plads,NA,8.6047258,55.9207269,LF1926,park.png
parkering,P-plads,NA,8.5577874,55.9310507,LF1926,park.png
parkering,P-plads,NA,8.5751534,55.9272646,LF1926,park.png
parkering,P-plads,"Parker ved bistaderne, der findes ikke noget p-skilt.",8.6230465,55.9123886,LF1926,park.png
parkering,P-plads,"Parker ved p-skiltet ved gården, Tornvigvej 10",9.075265,55.988954,LF1926,park.png
parkering,P-plads,Ved Nr. Viumvej 3-7 drejes ind ad grusvej.<br>GPS koordinater: 56o00´07.30” N – 8o43´20.65” E (Google Earth),8.722415,56.003072,LF1926,park.png
parkering,P-plads,Ca. 250 m. vest for Gåsdal Bro.<br>GPS koordinater· 56o59´24.50” N – 8o42´38.85” E (Google Earth),8.709058,55.99034,LF1926,park.png
parkering,P-plads,Fra Blichersgade køres ned ad skovvej.<br>GPS koordinater: 55o58´42.20” N – 8o42´46.25” E (Google Earth),8.71263,55.978289,LF1926,park.png
